SUPERMERCADO TRADICAO LTDA
CEP 12248440 SAO JOSE DOS CAMPOS - SP
CNPJ: 47.692.182/0001-72

Código de Barras;Descrição Reduzida;Quantidade Ajuste;Custo Reposição;Descrição Ajuste Completa;Seção;
0000010081709;PRD P BASE MISTURA BOLO LIMAO KG;-0,131;13,80;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,273;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532710;PRD P BASE MISTURA BOLO CENOUR;-0,292;10,24;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,223;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,192;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532710;PRD P BASE MISTURA BOLO CENOUR;-0,231;10,24;SAIDA DE DECOMPOSICAO POR NF;13;
7898228372480;PRD P BASE MISTURA BOLO NEUTRO;-0,168;10,36;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,185;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009966;PRD P BASE MISTURA BOLO LARANJ;-0,184;11,80;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009966;PRD P BASE MISTURA BOLO LARANJ;-0,221;11,80;SAIDA DE DECOMPOSICAO POR NF;13;
7898228372480;PRD P BASE MISTURA BOLO NEUTRO;-0,134;10,36;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,342;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,352;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,321;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,372;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,347;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176767;MISTURA CREME DE CONFEITEIRO EM PO;-0,010;11,66;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,005;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176514;PRD P BASE MISTURA BOLO CHOC K;-0,034;18,04;SAIDA DE DECOMPOSICAO POR NF;13;
7898228372480;PRD P BASE MISTURA BOLO NEUTRO;-0,034;10,36;SAIDA DE DECOMPOSICAO POR NF;13;
7898228372480;PRD P BASE MISTURA BOLO NEUTRO;-0,202;10,36;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532932;REFORCADOR DE FARINHA KG;-0,002;22,10;SAIDA DE DECOMPOSICAO POR NF;13;
7898228372480;PRD P BASE MISTURA BOLO NEUTRO;-0,225;10,36;SAIDA DE DECOMPOSICAO POR NF;13;
7898921176767;MISTURA CREME DE CONFEITEIRO EM PO;-0,019;11,66;SAIDA DE DECOMPOSICAO POR NF;13;
7898342350104;MISTURA POLVILHO AZEDO KG;-0,188;14,98;SAIDA DE DECOMPOSICAO POR NF;13;
7898342350104;MISTURA POLVILHO AZEDO KG;-0,201;14,98;SAIDA DE DECOMPOSICAO POR NF;13;
7898342350104;MISTURA POLVILHO AZEDO KG;-0,234;14,98;SAIDA DE DECOMPOSICAO POR NF;13;
7898342350104;MISTURA POLVILHO AZEDO KG;-0,233;14,98;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,060;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
7898046910772;PRD P CONF GANACHE CHOC AO LEITE;-0,108;34,01;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,037;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,039;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,041;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,003;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
0020842068143;PRD P CONF CHOC EM GOTAS AO LEITE K;-0,060;23,80;SAIDA DE DECOMPOSICAO POR NF;13;
0000010100783;PRD P BASE CANOLIS SEM RECHEIO;-0,063;78,75;SAIDA DE DECOMPOSICAO POR NF;13;
0000010100783;PRD P BASE CANOLIS SEM RECHEIO;-0,061;78,75;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,047;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,030;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,045;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,046;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,056;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,035;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,030;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,043;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,023;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,029;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,046;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,019;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,029;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,028;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,027;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,026;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,055;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,058;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,045;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,038;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,046;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,034;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,037;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,037;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,044;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,027;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,038;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,068;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,070;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,064;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,074;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,069;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,016;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,040;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,008;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,007;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,013;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,005;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,040;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,045;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,047;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010146;PRD P BASE OLEO DE SOJA;-0,047;8,21;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010689;PRD P BASE SALSICHA KG;-0,041;11,24;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010689;PRD P BASE SALSICHA KG;-0,037;11,24;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010689;PRD P BASE SALSICHA KG;-0,027;11,24;SAIDA DE DECOMPOSICAO POR NF;13;
0000010094044;PRD P BASE MORTADELA;-0,015;12,91;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,060;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,037;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,039;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,041;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,060;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
7898046911465;PRD P CONF P/ RECH BD BRIGADEIRO KG;-0,020;27,62;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,110;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,021;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,038;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,003;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,030;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,040;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,047;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,047;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009775;PRD P BASE LEITE;-0,056;3,59;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,054;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,063;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,055;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,060;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
7896557218172;BASE BISNAGA REQUEIJAO;-0,048;8,17;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,037;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,073;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,007;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,022;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,095;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,081;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,073;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,043;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,080;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,024;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009393;PRD P BASE ACUCAR CRISTAL DOCU;-0,019;6,54;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,014;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,015;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,015;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,008;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,022;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009393;PRD P BASE ACUCAR CRISTAL DOCU;-0,013;6,54;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,010;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532987;PRD P CONF ACUCAR CONFEITEIRO;-0,020;10,70;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,004;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,004;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,003;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,010;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009393;PRD P BASE ACUCAR CRISTAL DOCU;-0,008;6,54;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,010;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009386;PRD P BASE ACUCAR CONF DOCUCAR;-0,019;5,43;SAIDA DE DECOMPOSICAO POR NF;13;
0000000009416;BASE ACUCAR REFINADO;-0,019;3,74;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084076;PRD P FLV CEBOLA KG;-0,049;1,75;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084076;PRD P FLV CEBOLA KG;-0,022;1,75;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084076;PRD P FLV CEBOLA KG;-0,035;1,75;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,091;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,018;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,047;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,030;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,045;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,046;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,056;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,035;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,030;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,043;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,046;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,055;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,058;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,045;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,038;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,046;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,034;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,037;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,108;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,037;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,189;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,044;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,027;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,038;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,068;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,070;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,064;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,307;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,074;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,069;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,039;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,139;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,217;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,025;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,040;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,020;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,019;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,013;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,014;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,040;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,078;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,063;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,045;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,047;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,047;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010603;INSUMO AGUA;-0,046;0,01;SAIDA DE DECOMPOSICAO POR NF;13;
0000010093443;PONTA DE APRESUNTADO AURORA;-0,031;22,35;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,365;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,071;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,022;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,095;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,081;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,073;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,432;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,080;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,236;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,014;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,015;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,015;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,025;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,156;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,022;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,101;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,081;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,075;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,054;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,098;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,126;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
7891080149177;PRD P BASE FARINHA TRIGO KG;-0,186;3,40;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,002;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,004;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,002;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,015;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,002;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,007;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,011;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
3516664010004;PRD P BASE FERM SECO KG;-0,001;35,98;SAIDA DE DECOMPOSICAO POR NF;13;
7896455003276;PRD P BASE MOLHO DE TOMATE KG;-0,016;8,41;SAIDA DE DECOMPOSICAO POR NF;13;
7896455003276;PRD P BASE MOLHO DE TOMATE KG;-0,008;8,41;SAIDA DE DECOMPOSICAO POR NF;13;
7898552532178;BASE FERM PO QUIMICO KG;-0,001;35,40;SAIDA DE DECOMPOSICAO POR NF;13;
7895770065891;PRD P BASE ESSENCIA DE COCO;-0,001;8,50;SAIDA DE DECOMPOSICAO POR NF;13;
7895770065891;PRD P BASE ESSENCIA DE COCO;-0,001;8,50;SAIDA DE DECOMPOSICAO POR NF;13;
7898610603307;RECH GOIABADA CREMOSA KG;-0,060;21,90;SAIDA DE DECOMPOSICAO POR NF;13;
7898610603307;RECH GOIABADA CREMOSA KG;-0,070;21,90;SAIDA DE DECOMPOSICAO POR NF;13;
7898610603307;RECH GOIABADA CREMOSA KG;-0,061;21,90;SAIDA DE DECOMPOSICAO POR NF;13;
7898610603307;RECH GOIABADA CREMOSA KG;-0,067;21,90;SAIDA DE DECOMPOSICAO POR NF;13;
7898610603307;RECH GOIABADA CREMOSA KG;-0,054;21,90;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084199;PRD P QUEIJO MUSSARELA;-0,031;31,80;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084199;PRD P QUEIJO MUSSARELA;-0,016;31,80;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084199;PRD P QUEIJO MUSSARELA;-0,015;31,80;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084199;PRD P QUEIJO MUSSARELA;-0,011;31,80;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,007;2,02;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,001;2,02;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,009;2,02;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,005;2,02;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,012;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,002;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,006;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,009;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,002;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,001;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,001;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
